Fecha,Producto,Bloque,Clave,Estaciones,Promedio,Minimo,Maximo,Diferencial_vs_minimo,Estacion_extremo,Permiso_extremo
2026-08-19,Regular,nacional,MX,15034,23.5020,22.50,24.50,1.00,PETROMAX SA DE CV,PL/18945/EXP/ES/2016
2026-08-19,Regular,marca,ARCO NORTE,1,23.3900,23.39,23.39,0.89,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-19,Regular,marca,BP,36,23.6608,22.52,24.47,1.16,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/882/EXP/ES/2015
2026-08-19,Regular,marca,TOTALENERGIES,1,22.8000,22.80,22.80,0.30,TOTALENERGIES MARKETING MEXICO SA DE CV,PL/22347/EXP/ES/2019
2026-08-19,Regular,region,Centro,3560,23.5025,22.50,24.50,1.00,S.G. GASOLINEROS SA DE CV,PL/3480/EXP/ES/2015
2026-08-19,Regular,region,Golfo,1157,23.4820,22.50,24.50,0.98,SERVICIO LOS CAFETOS SA DE CV,PL/9991/EXP/ES/2015
2026-08-19,Regular,region,Noreste,2351,23.5005,22.50,24.50,1.00,PETROMAX SA DE CV,PL/18945/EXP/ES/2016
2026-08-19,Regular,region,Noroeste,2170,23.5103,22.50,24.50,1.01,ROSBELT SA DE CV,PL/5485/EXP/ES/2015
2026-08-19,Regular,region,Norte,891,23.4843,22.50,24.49,0.98,MULTISERVICIOS EL GRANILLO SA DE CV,PL/2013/EXP/ES/2015
2026-08-19,Regular,region,Occidente,3046,23.5103,22.50,24.50,1.01,GASOLINERA SERVICIO FRANCO S DE RL DE CV,PL/7992/EXP/ES/2015
2026-08-19,Regular,region,Sur,972,23.4932,22.51,24.50,0.99,LEONARDO DIAZ CRUZ,PL/4507/EXP/ES/2015
2026-08-19,Regular,region,Sureste,789,23.5065,22.50,24.50,1.01,SERVICIOS ECOLOGICOS MUYIL SA DE CV,PL/13137/EXP/ES/2016
2026-08-19,Premium,nacional,MX,13530,28.5002,27.50,29.50,1.00,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/11514/EXP/ES/2015
2026-08-19,Premium,marca,BP,32,28.5116,27.55,29.45,1.01,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/1576/EXP/ES/2015
2026-08-19,Premium,marca,TOTALENERGIES,1,27.6000,27.60,27.60,0.10,TOTALENERGIES MARKETING MEXICO SA DE CV,PL/22347/EXP/ES/2019
2026-08-19,Premium,region,Centro,3206,28.4987,27.50,29.50,1.00,HR SOL SERVICIOS ADMINISTRATIVOS FONDO 3 SA DE CV,PL/2543/EXP/ES/2015
2026-08-19,Premium,region,Golfo,1044,28.5056,27.51,29.50,1.01,"AUTOBUSES DE ORIENTE, A.D.O., S.A DE C.V.",PL/12916/EXP/ESA/2015
2026-08-19,Premium,region,Noreste,2115,28.5000,27.50,29.50,1.00,GASOLINERA BALLESTEROS IBARRA SA DE CV,PL/1826/EXP/ES/2015
2026-08-19,Premium,region,Noroeste,1972,28.4970,27.50,29.50,1.00,CORPORATIVO EMPRENDEDOR DEL NOROESTE SA DE CV,PL/7991/EXP/ES/2015
2026-08-19,Premium,region,Norte,808,28.4789,27.50,29.50,0.98,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/11514/EXP/ES/2015
2026-08-19,Premium,region,Occidente,2724,28.5095,27.50,29.50,1.01,ESTACION EL CRUCERO SA DE CV,PL/2031/EXP/ES/2015
2026-08-19,Premium,region,Sur,874,28.5148,27.50,29.50,1.01,ADOLFO YAIR MIJANGOS GOMEZ,PL/4648/EXP/ES/2015
2026-08-19,Premium,region,Sureste,703,28.4842,27.50,29.49,0.98,ESTACION DE SERVICIOS MERICAM SA DE CV,PL/3605/EXP/ES/2015
2026-08-19,Diesel,nacional,MX,10022,27.2537,26.50,28.00,0.75,SERVICIO AGUA DULCE S DE RL DE CV,PL/2122/EXP/ES/2015
2026-08-19,Diesel,marca,BP,25,27.2544,26.52,27.98,0.75,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/12897/EXP/ES/2015
2026-08-19,Diesel,region,Centro,2380,27.2521,26.50,28.00,0.75,GRUPO EMPRESARIAL MORSAL SA DE CV,CNE/PL/186/EXP/ES/2025
2026-08-19,Diesel,region,Golfo,757,27.2640,26.50,28.00,0.76,KANZ COMBUSTIBLES TRES SA DE CV,PL/2176/EXP/ES/2015
2026-08-19,Diesel,region,Noreste,1549,27.2428,26.50,28.00,0.74,ENERGIA Y SERVICIOS COORDINADOS SA DE CV,PL/2334/EXP/ES/2015
2026-08-19,Diesel,region,Noroeste,1505,27.2687,26.50,28.00,0.77,DAGAL SA DE CV,PL/6753/EXP/ES/2015
2026-08-19,Diesel,region,Norte,606,27.2480,26.51,28.00,0.75,GASOLINERA 7 LEGUAS SA DE CV,PL/22057/EXP/ES/2019
2026-08-19,Diesel,region,Occidente,2001,27.2583,26.50,28.00,0.76,SIMBA EXPRESS SA DE CV,PL/7363/EXP/ES/2015
2026-08-19,Diesel,region,Sur,621,27.2331,26.50,28.00,0.73,JOSE LOPEZ GOMEZ,PL/25890/EXP/ES/2024
2026-08-19,Diesel,region,Sureste,536,27.2406,26.50,28.00,0.74,SERVICIO AGUA DULCE S DE RL DE CV,PL/2122/EXP/ES/2015
2026-08-20,Regular,nacional,MX,13771,23.6847,15.95,29.99,7.73,SERVICIO TRES ENCINAS SA DE CV,PL/5306/EXP/ES/2015
2026-08-20,Regular,marca,ARCO NORTE,1,23.9500,23.95,23.95,8.00,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-20,Regular,marca,BP,36,23.7917,18.65,23.99,7.84,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/10149/EXP/ES/2015
2026-08-20,Regular,region,Centro,3263,23.7096,19.25,29.99,7.76,SERVICIO TRES ENCINAS SA DE CV,PL/5306/EXP/ES/2015
2026-08-20,Regular,region,Golfo,1064,23.8096,20.35,25.29,7.86,SERVICIO LA NUEVA VICTORIA SA DE CV,PL/11457/EXP/ES/2015
2026-08-20,Regular,region,Noreste,2122,23.4065,18.65,27.74,7.46,HIDROCARBUROS EL MIRADOR SA DE CV,PL/12075/EXP/ES/2015
2026-08-20,Regular,region,Noroeste,2052,23.4689,15.95,27.50,7.52,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-20,Regular,region,Norte,820,22.9090,18.29,27.00,6.96,UNION DE EJIDOS DE PRODUCCION Y COMERCIALIZACION AGROPECUARIA Y FORESTAL ZONA URIQUE SIN TIPO DE SOCIEDAD,PL/4415/EXP/ES/2015
2026-08-20,Regular,region,Occidente,2820,23.9307,21.09,29.20,7.98,LUIS GERARDO HERNANDEZ ESPINOSA,PL/10189/EXP/ES/2015
2026-08-20,Regular,region,Sur,897,23.9018,19.59,29.90,7.95,ESTACION DE SERVICIOS SIGLO 2000 SA DE CV,PL/9356/EXP/ES/2015
2026-08-20,Regular,region,Sureste,726,24.4721,22.99,26.90,8.52,ENRIQUE LIMA ZUNO,PL/7627/EXP/ES/2015
2026-08-20,Premium,nacional,MX,12988,28.5063,17.44,31.99,11.07,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-20,Premium,marca,ARCO NORTE,1,27.4900,27.49,27.49,10.05,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-20,Premium,marca,BP,36,28.5500,20.55,29.99,11.11,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/1178/EXP/ES/2015
2026-08-20,Premium,region,Centro,3169,28.2844,20.49,29.99,10.84,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/10986/EXP/ES/2015
2026-08-20,Premium,region,Golfo,993,28.0707,19.50,29.99,10.63,PRADERA CARDENAS SA DE CV,PL/25249/EXP/ES/2023
2026-08-20,Premium,region,Noreste,1970,28.2988,17.44,30.49,10.86,SERVICIO ANCIRA SA DE CV,PL/2720/EXP/ES/2015
2026-08-20,Premium,region,Noroeste,1934,28.7731,17.65,31.36,11.33,COMBUSTIBLES BAJA SUR SA DE CV,PL/22349/EXP/ES/2019
2026-08-20,Premium,region,Norte,673,27.5704,20.69,30.99,10.13,GASOLINERA TAMAZULA SA DE CV,PL/5200/EXP/ES/2015
2026-08-20,Premium,region,Occidente,2690,29.0925,23.99,31.99,11.65,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-20,Premium,region,Sur,870,28.7361,17.67,31.59,11.30,SERVICIOS MGM SA DE CV,PL/6272/EXP/ES/2015
2026-08-20,Premium,region,Sureste,682,28.3400,23.89,29.76,10.90,INMOBILIARIA OSTUNI SA DE CV,PL/2040/EXP/ES/2015
2026-08-20,Diesel,nacional,MX,10489,27.0148,17.99,31.99,9.02,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-20,Diesel,marca,ARCO NORTE,1,26.9700,26.97,26.97,8.98,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-20,Diesel,marca,BP,23,26.0252,19.99,27.00,8.04,BP LOS TAMARINDOS SA DE CV,PL/24313/EXP/ES/2022
2026-08-20,Diesel,region,Centro,2588,26.9682,20.35,29.99,8.98,GASOLINERA DIMARO SA DE CV,PL/12650/EXP/ES/2015
2026-08-20,Diesel,region,Golfo,879,26.9920,22.20,28.98,9.00,SINERGIA PETROLERA DEL SURESTE SA DE CV,PL/20813/EXP/ES/2018
2026-08-20,Diesel,region,Noreste,1250,26.9154,18.30,29.99,8.93,MARIA CONCEPCION SANTOS RAMIREZ,PL/7558/EXP/ES/2015
2026-08-20,Diesel,region,Noroeste,1446,26.8982,19.99,31.99,8.91,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-20,Diesel,region,Norte,584,26.9596,23.99,29.99,8.97,GASOLINERA FAZA SA DE CV,PL/12608/EXP/ES/2015
2026-08-20,Diesel,region,Occidente,2373,27.0739,17.99,30.50,9.08,EMILIO RUIZ MENDEZ,PL/5631/EXP/ES/2015
2026-08-20,Diesel,region,Sur,784,27.1041,20.50,29.55,9.11,PRIMEROGAS SA DE CV,PL/12019/EXP/ES/2015
2026-08-20,Diesel,region,Sureste,580,27.4588,26.89,30.50,9.47,ENRIQUE LIMA ZUNO,PL/7627/EXP/ES/2015
2026-08-21,Regular,nacional,MX,13773,23.6831,15.94,29.90,7.74,ESTACION DE SERVICIOS SIGLO 2000 SA DE CV,PL/9356/EXP/ES/2015
2026-08-21,Regular,marca,ARCO NORTE,1,23.9500,23.95,23.95,8.01,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-21,Regular,marca,BP,36,23.7917,18.65,23.99,7.85,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/10149/EXP/ES/2015
2026-08-21,Regular,region,Centro,3264,23.7070,15.94,27.65,7.77,CECAPIEM SA DE CV,PL/4674/EXP/ES/2015
2026-08-21,Regular,region,Golfo,1064,23.8085,20.35,25.29,7.87,SERVICIO LA NUEVA VICTORIA SA DE CV,PL/11457/EXP/ES/2015
2026-08-21,Regular,region,Noreste,2122,23.4060,18.65,27.74,7.47,HIDROCARBUROS EL MIRADOR SA DE CV,PL/12075/EXP/ES/2015
2026-08-21,Regular,region,Noroeste,2052,23.4635,15.95,27.50,7.52,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-21,Regular,region,Norte,820,22.9074,18.29,27.00,6.97,UNION DE EJIDOS DE PRODUCCION Y COMERCIALIZACION AGROPECUARIA Y FORESTAL ZONA URIQUE SIN TIPO DE SOCIEDAD,PL/4415/EXP/ES/2015
2026-08-21,Regular,region,Occidente,2821,23.9310,21.09,29.20,7.99,LUIS GERARDO HERNANDEZ ESPINOSA,PL/10189/EXP/ES/2015
2026-08-21,Regular,region,Sur,897,23.9017,19.59,29.90,7.96,ESTACION DE SERVICIOS SIGLO 2000 SA DE CV,PL/9356/EXP/ES/2015
2026-08-21,Regular,region,Sureste,726,24.4729,22.99,26.90,8.53,ENRIQUE LIMA ZUNO,PL/7627/EXP/ES/2015
2026-08-21,Premium,nacional,MX,12988,28.5059,17.44,31.99,11.07,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-21,Premium,marca,ARCO NORTE,1,27.4900,27.49,27.49,10.05,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-21,Premium,marca,BP,36,28.5500,20.55,29.99,11.11,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/1178/EXP/ES/2015
2026-08-21,Premium,region,Centro,3169,28.2828,20.49,29.99,10.84,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/10986/EXP/ES/2015
2026-08-21,Premium,region,Golfo,993,28.0691,19.50,29.99,10.63,PRADERA CARDENAS SA DE CV,PL/25249/EXP/ES/2023
2026-08-21,Premium,region,Noreste,1970,28.2997,17.44,30.49,10.86,SERVICIO ANCIRA SA DE CV,PL/2720/EXP/ES/2015
2026-08-21,Premium,region,Noroeste,1934,28.7720,17.65,31.36,11.33,COMBUSTIBLES BAJA SUR SA DE CV,PL/22349/EXP/ES/2019
2026-08-21,Premium,region,Norte,673,27.5704,20.69,30.99,10.13,GASOLINERA TAMAZULA SA DE CV,PL/5200/EXP/ES/2015
2026-08-21,Premium,region,Occidente,2690,29.0930,23.99,31.99,11.65,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-21,Premium,region,Sur,870,28.7361,17.67,31.59,11.30,SERVICIOS MGM SA DE CV,PL/6272/EXP/ES/2015
2026-08-21,Premium,region,Sureste,682,28.3400,23.89,29.76,10.90,INMOBILIARIA OSTUNI SA DE CV,PL/2040/EXP/ES/2015
2026-08-21,Diesel,nacional,MX,10491,27.0116,16.88,31.99,10.13,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-21,Diesel,marca,ARCO NORTE,1,26.9700,26.97,26.97,10.09,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-21,Diesel,marca,BP,23,26.0252,19.99,27.00,9.15,BP LOS TAMARINDOS SA DE CV,PL/24313/EXP/ES/2022
2026-08-21,Diesel,region,Centro,2589,26.9634,16.88,29.99,10.08,GASOLINERA DIMARO SA DE CV,PL/12650/EXP/ES/2015
2026-08-21,Diesel,region,Golfo,879,26.9924,22.20,28.98,10.11,SINERGIA PETROLERA DEL SURESTE SA DE CV,PL/20813/EXP/ES/2018
2026-08-21,Diesel,region,Noreste,1250,26.9135,18.30,29.99,10.03,MARIA CONCEPCION SANTOS RAMIREZ,PL/7558/EXP/ES/2015
2026-08-21,Diesel,region,Noroeste,1446,26.8892,19.99,31.99,10.01,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-21,Diesel,region,Norte,584,26.9574,23.99,29.99,10.08,GASOLINERA FAZA SA DE CV,PL/12608/EXP/ES/2015
2026-08-21,Diesel,region,Occidente,2374,27.0715,17.99,30.50,10.19,EMILIO RUIZ MENDEZ,PL/5631/EXP/ES/2015
2026-08-21,Diesel,region,Sur,784,27.1040,20.50,29.55,10.22,PRIMEROGAS SA DE CV,PL/12019/EXP/ES/2015
2026-08-21,Diesel,region,Sureste,580,27.4605,26.89,30.49,10.58,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/7471/EXP/ES/2015
2026-08-22,Regular,nacional,MX,13779,23.6841,15.94,29.90,7.74,ESTACION DE SERVICIOS SIGLO 2000 SA DE CV,PL/9356/EXP/ES/2015
2026-08-22,Regular,marca,ARCO NORTE,1,23.9500,23.95,23.95,8.01,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-22,Regular,marca,BP,36,23.7917,18.65,23.99,7.85,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/10149/EXP/ES/2015
2026-08-22,Regular,region,Centro,3267,23.7058,15.94,26.69,7.77,GS GAS Q. SA DE CV,PL/6578/EXP/ES/2015
2026-08-22,Regular,region,Golfo,1064,23.8089,20.35,25.29,7.87,SERVICIO LA NUEVA VICTORIA SA DE CV,PL/11457/EXP/ES/2015
2026-08-22,Regular,region,Noreste,2125,23.4054,18.65,27.74,7.47,HIDROCARBUROS EL MIRADOR SA DE CV,PL/12075/EXP/ES/2015
2026-08-22,Regular,region,Noroeste,2052,23.4713,18.65,29.25,7.53,SUPER SERVICIO STEPHENS SA DE CV,PL/12894/EXP/ES/2015
2026-08-22,Regular,region,Norte,820,22.9090,18.29,27.00,6.97,UNION DE EJIDOS DE PRODUCCION Y COMERCIALIZACION AGROPECUARIA Y FORESTAL ZONA URIQUE SIN TIPO DE SOCIEDAD,PL/4415/EXP/ES/2015
2026-08-22,Regular,region,Occidente,2821,23.9325,21.09,29.20,7.99,LUIS GERARDO HERNANDEZ ESPINOSA,PL/10189/EXP/ES/2015
2026-08-22,Regular,region,Sur,897,23.8989,19.59,29.90,7.96,ESTACION DE SERVICIOS SIGLO 2000 SA DE CV,PL/9356/EXP/ES/2015
2026-08-22,Regular,region,Sureste,726,24.4732,22.99,26.90,8.53,ENRIQUE LIMA ZUNO,PL/7627/EXP/ES/2015
2026-08-22,Premium,nacional,MX,12991,28.5085,17.44,31.99,11.07,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-22,Premium,marca,ARCO NORTE,1,27.4900,27.49,27.49,10.05,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-22,Premium,marca,BP,36,28.5500,20.55,29.99,11.11,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/1178/EXP/ES/2015
2026-08-22,Premium,region,Centro,3171,28.2817,20.49,29.99,10.84,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/10986/EXP/ES/2015
2026-08-22,Premium,region,Golfo,992,28.0694,19.50,29.99,10.63,PRADERA CARDENAS SA DE CV,PL/25249/EXP/ES/2023
2026-08-22,Premium,region,Noreste,1972,28.2987,17.44,30.49,10.86,SERVICIO ANCIRA SA DE CV,PL/2720/EXP/ES/2015
2026-08-22,Premium,region,Noroeste,1934,28.7801,20.55,31.36,11.34,COMBUSTIBLES BAJA SUR SA DE CV,PL/22349/EXP/ES/2019
2026-08-22,Premium,region,Norte,673,27.5670,20.69,30.99,10.13,GASOLINERA TAMAZULA SA DE CV,PL/5200/EXP/ES/2015
2026-08-22,Premium,region,Occidente,2690,29.1003,23.99,31.99,11.66,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-22,Premium,region,Sur,870,28.7373,17.67,31.59,11.30,SERVICIOS MGM SA DE CV,PL/6272/EXP/ES/2015
2026-08-22,Premium,region,Sureste,682,28.3470,24.89,29.76,10.91,INMOBILIARIA OSTUNI SA DE CV,PL/2040/EXP/ES/2015
2026-08-22,Diesel,nacional,MX,10495,27.0086,16.88,31.99,10.13,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-22,Diesel,marca,ARCO NORTE,1,26.9700,26.97,26.97,10.09,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-22,Diesel,marca,BP,23,26.0252,19.99,27.00,9.15,BP LOS TAMARINDOS SA DE CV,PL/24313/EXP/ES/2022
2026-08-22,Diesel,region,Centro,2591,26.9628,16.88,29.99,10.08,GASOLINERA DIMARO SA DE CV,PL/12650/EXP/ES/2015
2026-08-22,Diesel,region,Golfo,879,26.9917,22.20,28.98,10.11,SINERGIA PETROLERA DEL SURESTE SA DE CV,PL/20813/EXP/ES/2018
2026-08-22,Diesel,region,Noreste,1252,26.9083,18.30,29.99,10.03,MARIA CONCEPCION SANTOS RAMIREZ,PL/7558/EXP/ES/2015
2026-08-22,Diesel,region,Noroeste,1446,26.8817,19.99,31.99,10.00,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-22,Diesel,region,Norte,584,26.9610,23.99,29.99,10.08,GASOLINERA FAZA SA DE CV,PL/12608/EXP/ES/2015
2026-08-22,Diesel,region,Occidente,2374,27.0659,17.99,30.50,10.19,EMILIO RUIZ MENDEZ,PL/5631/EXP/ES/2015
2026-08-22,Diesel,region,Sur,784,27.1021,20.50,29.55,10.22,PRIMEROGAS SA DE CV,PL/12019/EXP/ES/2015
2026-08-22,Diesel,region,Sureste,580,27.4629,26.89,30.49,10.58,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/7471/EXP/ES/2015
2026-08-23,Regular,nacional,MX,13780,23.6843,15.94,29.90,7.74,ESTACION DE SERVICIOS SIGLO 2000 SA DE CV,PL/9356/EXP/ES/2015
2026-08-23,Regular,marca,ARCO NORTE,1,23.9500,23.95,23.95,8.01,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-23,Regular,marca,BP,36,23.7917,18.65,23.99,7.85,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/10149/EXP/ES/2015
2026-08-23,Regular,region,Centro,3267,23.7048,15.94,26.69,7.76,GS GAS Q. SA DE CV,PL/6578/EXP/ES/2015
2026-08-23,Regular,region,Golfo,1064,23.8045,20.35,25.29,7.86,SERVICIO LA NUEVA VICTORIA SA DE CV,PL/11457/EXP/ES/2015
2026-08-23,Regular,region,Noreste,2125,23.4054,18.65,27.74,7.47,HIDROCARBUROS EL MIRADOR SA DE CV,PL/12075/EXP/ES/2015
2026-08-23,Regular,region,Noroeste,2053,23.4763,18.65,29.25,7.54,SUPER SERVICIO STEPHENS SA DE CV,PL/12894/EXP/ES/2015
2026-08-23,Regular,region,Norte,820,22.9084,18.29,27.00,6.97,UNION DE EJIDOS DE PRODUCCION Y COMERCIALIZACION AGROPECUARIA Y FORESTAL ZONA URIQUE SIN TIPO DE SOCIEDAD,PL/4415/EXP/ES/2015
2026-08-23,Regular,region,Occidente,2821,23.9329,21.09,29.20,7.99,LUIS GERARDO HERNANDEZ ESPINOSA,PL/10189/EXP/ES/2015
2026-08-23,Regular,region,Sur,897,23.8983,19.59,29.90,7.96,ESTACION DE SERVICIOS SIGLO 2000 SA DE CV,PL/9356/EXP/ES/2015
2026-08-23,Regular,region,Sureste,726,24.4725,22.99,26.90,8.53,ENRIQUE LIMA ZUNO,PL/7627/EXP/ES/2015
2026-08-23,Premium,nacional,MX,12991,28.5112,17.44,31.99,11.07,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-23,Premium,marca,ARCO NORTE,1,27.4900,27.49,27.49,10.05,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-23,Premium,marca,BP,36,28.5500,20.55,29.99,11.11,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/1178/EXP/ES/2015
2026-08-23,Premium,region,Centro,3171,28.2863,20.49,29.99,10.85,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/10986/EXP/ES/2015
2026-08-23,Premium,region,Golfo,992,28.0680,19.50,29.99,10.63,PRADERA CARDENAS SA DE CV,PL/25249/EXP/ES/2023
2026-08-23,Premium,region,Noreste,1972,28.2982,17.44,30.49,10.86,SERVICIO ANCIRA SA DE CV,PL/2720/EXP/ES/2015
2026-08-23,Premium,region,Noroeste,1934,28.7812,20.55,31.36,11.34,COMBUSTIBLES BAJA SUR SA DE CV,PL/22349/EXP/ES/2019
2026-08-23,Premium,region,Norte,673,27.5767,20.69,30.99,10.14,GASOLINERA TAMAZULA SA DE CV,PL/5200/EXP/ES/2015
2026-08-23,Premium,region,Occidente,2690,29.1053,23.99,31.99,11.67,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-23,Premium,region,Sur,870,28.7388,17.67,31.59,11.30,SERVICIOS MGM SA DE CV,PL/6272/EXP/ES/2015
2026-08-23,Premium,region,Sureste,682,28.3470,24.89,29.76,10.91,INMOBILIARIA OSTUNI SA DE CV,PL/2040/EXP/ES/2015
2026-08-23,Diesel,nacional,MX,10495,27.0115,16.88,31.99,10.13,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-23,Diesel,marca,ARCO NORTE,1,26.9700,26.97,26.97,10.09,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-23,Diesel,marca,BP,23,26.0252,19.99,27.00,9.15,BP LOS TAMARINDOS SA DE CV,PL/24313/EXP/ES/2022
2026-08-23,Diesel,region,Centro,2591,26.9634,16.88,29.99,10.08,GASOLINERA DIMARO SA DE CV,PL/12650/EXP/ES/2015
2026-08-23,Diesel,region,Golfo,879,26.9916,22.20,28.98,10.11,SINERGIA PETROLERA DEL SURESTE SA DE CV,PL/20813/EXP/ES/2018
2026-08-23,Diesel,region,Noreste,1252,26.9052,18.30,29.99,10.03,MARIA CONCEPCION SANTOS RAMIREZ,PL/7558/EXP/ES/2015
2026-08-23,Diesel,region,Noroeste,1446,26.8935,19.99,31.99,10.01,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-23,Diesel,region,Norte,584,26.9682,23.99,29.99,10.09,GASOLINERA FAZA SA DE CV,PL/12608/EXP/ES/2015
2026-08-23,Diesel,region,Occidente,2374,27.0728,22.29,30.50,10.19,EMILIO RUIZ MENDEZ,PL/5631/EXP/ES/2015
2026-08-23,Diesel,region,Sur,784,27.1020,20.50,29.55,10.22,PRIMEROGAS SA DE CV,PL/12019/EXP/ES/2015
2026-08-23,Diesel,region,Sureste,580,27.4538,26.89,30.49,10.57,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/7471/EXP/ES/2015
2026-08-24,Regular,nacional,MX,13781,23.6848,15.94,29.90,7.74,ESTACION DE SERVICIOS SIGLO 2000 SA DE CV,PL/9356/EXP/ES/2015
2026-08-24,Regular,marca,ARCO NORTE,1,23.9500,23.95,23.95,8.01,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-24,Regular,marca,BP,36,23.7917,18.65,23.99,7.85,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/10149/EXP/ES/2015
2026-08-24,Regular,region,Centro,3267,23.7054,15.94,26.69,7.77,GS GAS Q. SA DE CV,PL/6578/EXP/ES/2015
2026-08-24,Regular,region,Golfo,1064,23.8047,20.35,25.29,7.86,SERVICIO LA NUEVA VICTORIA SA DE CV,PL/11457/EXP/ES/2015
2026-08-24,Regular,region,Noreste,2125,23.4054,18.65,27.74,7.47,HIDROCARBUROS EL MIRADOR SA DE CV,PL/12075/EXP/ES/2015
2026-08-24,Regular,region,Noroeste,2053,23.4772,18.65,27.50,7.54,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-24,Regular,region,Norte,820,22.9084,18.29,27.00,6.97,UNION DE EJIDOS DE PRODUCCION Y COMERCIALIZACION AGROPECUARIA Y FORESTAL ZONA URIQUE SIN TIPO DE SOCIEDAD,PL/4415/EXP/ES/2015
2026-08-24,Regular,region,Occidente,2822,23.9339,21.09,29.20,7.99,LUIS GERARDO HERNANDEZ ESPINOSA,PL/10189/EXP/ES/2015
2026-08-24,Regular,region,Sur,897,23.8985,19.59,29.90,7.96,ESTACION DE SERVICIOS SIGLO 2000 SA DE CV,PL/9356/EXP/ES/2015
